"CRF_NAME","CRF_LABEL","FIELD_NAME","FIELD_TEXT","FIELD_FORMAT","FIELD_LENGTH","FIELD_DECIML","FIELD_UNITS","FIELD_CODE","FIELD_NOTES"
"CFISP","Cognitive Function Index  - Study Partner","DONE","Was assessment/procedure done?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","NDREASON","If No, reason not done:","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","BPID","Study Partner ID:","numeric",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPMETHOD","Method of Collection:","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPMEMORY","1. Do you feel that the participant has had a significant decline in memory compared to one year ago?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPREPEAT","2. Does the participant tend to ask the same question over and over?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPMISPLA","3. Has the participant been misplacing things more often?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPWRITTN","4. Compared to one year ago, does it seem to you that the participant is relying more on written reminders (e.g., shopping lists, calendars)?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPHELP","5. Does the participant need more help from others to remember appointments, family occasions or holidays?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPRECALL","6. Does the participant have more trouble recalling names, finding the right word, or completing sentences?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPDRIVE","7. Is the participant having more trouble driving (e.g., driving too slowly or too fast, having more trouble driving at night, getting lost, having accidents)?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPMONEY","8. Compared to one year ago, is the participant having more difficulty managing money (e.g., paying bills, calculating change, completing tax forms)?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPSOCIAL","9. Is the participant less interested in social activities?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPWORK","10. Do you believe, based on your own observations or comments from the participant's co-workers, that the participant's work performance (paid or volunteer) has declined significantly, compared to one year ago?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPFOLLOW","11. Does the participant have more trouble following the news or the plots of books, movies, or TV shows?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPACTIV","12. Are there any activities (e.g., hobbies such as card games, crafts) that are substantially more difficult for the participant now compared to one year ago?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPLOST","13. Is the participant more likely to become disoriented, or get lost, for example when traveling to another city?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPAPPLIA","14. Compared to one year ago, does the participant have more difficulty using household appliances (such as washing machine or microwave) or electronic devices (such as computer or cell phone)?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","SPCONCERN","15. In the past year, has the participant seen a doctor about memory concerns?","text",NA,NA,NA,NA,NA
"CFISP","Cognitive Function Index  - Study Partner","CFSPTTOTAL","Total Score","numeric",NA,NA,NA,NA,"Placeholder for automatic scoring TBD."
"COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","BID",NA,"text",NA,NA,NA,NA,NA
"COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","VISCODE",NA,"text",NA,NA,NA,NA,NA
"COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","DONE","Was assessment/procedure done?","text",NA,NA,NA,NA,NA
"COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","NDREASON","If No, reason not done:","text",NA,NA,NA,NA,NA
"COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","VERSION","Version","text",NA,NA,NA,NA,NA
"COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","DIGITTOTAL","Total Score","numeric",NA,NA,NA,"0..91",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","BID","Roster ID","text",NA,NA,NA,NA,NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","VISCODE","Visit Code","text",NA,NA,NA,NA,NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","DONE","Was assessment/procedure done?","text",NA,NA,NA,NA,NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","NDREASON","If No, reason not done:","text",NA,NA,NA,NA,NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCVERSION","Version","text",NA,NA,NA,NA,NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCFREET1","Free Recall:  Trial 1","numeric",NA,NA,NA,"0..16",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCFREET2","Free Recall:  Trial 2","numeric",NA,NA,NA,"0..16",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCFREET3","Free Recall:  Trial 3","numeric",NA,NA,NA,"0..16",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCCUEDT1","Cued Recall:  Trial 1","numeric",NA,NA,NA,"0..16",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCCUEDT2","Cued Recall:  Trial 2","numeric",NA,NA,NA,"0..16",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCCUEDT3","Cued Recall:  Trial 3","numeric",NA,NA,NA,"0..16",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCCUEDT1_IMPFL","Imputation Flag for Cued Recall: Trial 1","numeric",NA,NA,NA,"1=Yes, 0=No",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCCUEDT2_IMPFL","Imputation Flag for Cued Recall: Trial 2","numeric",NA,NA,NA,"1=Yes, 0=No",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCCUEDT3_IMPFL","Imputation Flag for Cued Recall: Trial 3","numeric",NA,NA,NA,"1=Yes, 0=No",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCTOTF","Total Free Recall: Trials 1-3","numeric",NA,NA,NA,"Max=48; 0..48",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCTOTC","Total Cued Recall: Trials 1-3","numeric",NA,NA,NA,"Max=48; 0..48",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCTOTAL96","Total Recall: Trials 1-3; FCTOTF*2 + FCTOTC","numeric",NA,NA,NA,"Max=96; 0..96",NA
"COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","FCSRT","FCSRT (PACC Audio Verification)","text",NA,NA,NA,NA,NA
"COGLOGIC","Cognitive Test - Logical Memory","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"COGLOGIC","Cognitive Test - Logical Memory","BID",NA,"text",NA,NA,NA,NA,NA
"COGLOGIC","Cognitive Test - Logical Memory","VISCODE",NA,"text",NA,NA,NA,NA,NA
"COGLOGIC","Cognitive Test - Logical Memory","DONE","Was assessment/procedure done?","text",NA,NA,NA,NA,NA
"COGLOGIC","Cognitive Test - Logical Memory","NDREASON","If No, reason not done:","text",NA,NA,NA,NA,NA
"COGLOGIC","Cognitive Test - Logical Memory","LMSTORY","Version","text",NA,NA,NA,NA,NA
"COGLOGIC","Cognitive Test - Logical Memory","LIMMTOTAL","Immediate Recall Total Score","numeric",NA,NA,NA,"0..25",NA
"COGLOGIC","Cognitive Test - Logical Memory","LDELTOTAL","Delayed Recall Total Score","numeric",NA,NA,NA,"0..25",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","BID",NA,"text","38 digits",0,NA,NA,NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","CMETHOD","Method of Collection:","numeric","1",0,NA,"1=In-person/Self;2=By phone/Interview",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","CADDVLP","1. I am concerned that I will develop Alzheimer's disease dementia.","numeric","1",0,NA,"1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","CADDVLP5","2. I am concerned that I will develop Alzheimer's disease dementia in the next 5 years.","numeric","1",0,NA,"1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","CADKNOW","3. I would like to know if I am going to develop Alzheimer's disease dementia at some point later in my life.","numeric","1",0,NA,"1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","CADBLIEV","4. I believe that I will someday develop Alzheimer's disease dementia.","numeric","1",0,NA,"1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","CADWRST","5. Alzheimer's disease dementia is the worst disease I can think of.","numeric","1",0,NA,"1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree",NA
"CONCERNS","Concerns about Alzheimer's Disease Dementia","CADCNCRN","6. My concern about developing Alzheimer's disease dementia is greater than my concern about other medical problems.","numeric","1",0,NA,"1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree",NA
"CSSRS","C-SSRS - Baseline/Screening Version","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","BID",NA,"text","38 digits",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","WISHLIFE","Lifetime <!--1. Wish to be Dead-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","WISH3","In the past 3 months <!--1. Wish to be Dead-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ACTLIFE","Lifetime <!--2. Non-Specific Active Suicidal Thoughts-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ACT3","In the past 3 months <!--2. Non-Specific Active Suicidal Thoughts-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","METHOD","Lifetime <!--3. Active Suicidal Ideation with Any Methods (Not Plan) without Intent to Act-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","METHOD3","In the past 3 months <!--3. Active Suicidal Ideation with Any Methods (Not Plan) without Intent to Act-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","INTENT","Lifetime <!--4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","INTENT3","In the past 3 months <!--4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","PLAN","Lifetime <!--5. Active Suicidal Ideation with Specific Plan and Intent-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","PLAN3","In the past 3 months <!--5. Active Suicidal Ideation with Specific Plan and Intent-->","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","SEVLIFE","<big header>Intensity of Ideation</big header><br />Lifetime - Most Severe Ideation","numeric","2",0,NA,"1=1;2=2;3=3;4=4;5=5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","SEV3","Past 3 months - Most Severe Ideation","numeric","2",0,NA,"1=1;2=2;3=3;4=4;5=5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","FREQLIF","Frequency:  Most Severe - Lifetime","numeric","2",0,NA,"1..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","FREQCUR","Frequency:  Most Severe - Past 3 months","numeric","2",0,NA,"1..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","DURATLIF","Duration:  Most Severe - Lifetime","numeric","2",0,NA,"1..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","DURATCUR","Duration:  Most Severe - Past 3 months","numeric","2",0,NA,"1..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","CONTROLLIF","Controllability:  Most Severe - Lifetime","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","CONTROLCUR","Controllability:  Most Severe - Past 3 months","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","DETERLIF","Deterrents:  Most Severe - Lifetime","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","DETERCUR","Deterrents:  Most Severe - Past 3 months","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","REASONLIF","Reasons for Ideation:  Most Severe - Lifetime","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","REASONCUR","Reasons for Ideation:  Most Severe - Past 3 months","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ATTMPT","Actual Attempt: Lifetime","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ATTMPT5","Actual Attempt: Past 5 years","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ATTMPTN","Total number of actual attempts - Lifetime","numeric","3",0,NA,"1..999",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ATTMPT5N","Total number of actual attempts - Past 5 years","numeric","3",0,NA,"1..999",NA
"CSSRS","C-SSRS - Baseline/Screening Version","NONSUI","Lifetime<!--Has subject engaged in Non-Suicidal Self-Injurious Behavior?-->","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","NONSUI5","Past 5 years<!--Has subject engaged in Non-Suicidal Self-Injurious Behavior?-->","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","INTER","Interrupted Attempt - Lifetime","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","INTER5","Interrupted Attempt - Past 5 years","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","INTERN","Total number of interrupted - Lifetime","numeric","3",0,NA,"1..999",NA
"CSSRS","C-SSRS - Baseline/Screening Version","INTER5N","Total number of interrupted - Past 5 years","numeric","3",0,NA,"1..999",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ABORT","Aborted Attempt - Lifetime","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ABORT5","Aborted Attempt - Past 5 years","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ABORTN","Total number of aborted - Lifetime","numeric","3",0,NA,"1..999",NA
"CSSRS","C-SSRS - Baseline/Screening Version","ABORT5N","Total number of aborted - Past 5 years","numeric","3",0,NA,"1..999",NA
"CSSRS","C-SSRS - Baseline/Screening Version","PREP","Preparatory Acts or Behavior - Lifetime","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","PREP5","Preparatory Acts or Behavior - Past 5 years","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","BEHAVLIF","Suicidal Behavior - Lifetime","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","BEHAVREC","Suicidal Behavior - Past 5 years","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRS","C-SSRS - Baseline/Screening Version","RECENT_DAYS_CONSENT","Most Recent Attempt Date (Derived to days since study consent date)","date","10",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","RECENT_DAYS_T0","Most Recent Attempt Date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date","10",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","RECENTDAM","Actual Lethality/Medical Damage<!--Most Recent Attempt Date-->","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","RECENTPOT","Potential Lethality<!--Most Recent Attempt Date-->","numeric","2",0,NA,"0..2",NA
"CSSRS","C-SSRS - Baseline/Screening Version","LETHAL_DAYS_CONSENT","Most Lethal Attempt Date (Derived to days since study consent date)","date","10",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","LETHAL_DAYS_T0","Most Lethal Attempt Date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date","10",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","LETHALDAM","Actual Lethality/Medical Damage<!--Most Lethal Attempt Date-->","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","LETHALPOT","Potential Lethality<!--Most Lethal Attempt Date-->","numeric","2",0,NA,"0..2",NA
"CSSRS","C-SSRS - Baseline/Screening Version","FIRST_DAYS_CONSENT","Initial/First Attempt date (Derived to days since study consent date)","date","10",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","FIRST_DAYS_T0","Initial/First Attempt date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date","10",0,NA,NA,NA
"CSSRS","C-SSRS - Baseline/Screening Version","FIRSTDAM","Actual Lethality/Medical Damage<!--Initial/First Attempt Date-->","numeric","2",0,NA,"0..5",NA
"CSSRS","C-SSRS - Baseline/Screening Version","FIRSTPOT","Potential Lethality<!--Initial/First Attempt Date-->","numeric","2",0,NA,"0..2",NA
"CSSRSLV","C-SSRS - Since Last Visit","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"CSSRSLV","C-SSRS - Since Last Visit","BID",NA,"text","38 digits",0,NA,NA,NA
"CSSRSLV","C-SSRS - Since Last Visit","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"CSSRSLV","C-SSRS - Since Last Visit","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"CSSRSLV","C-SSRS - Since Last Visit","WISHLV","<big header>Suicidal Ideation</big header><br><br/>1. Wish to be Dead - Since Last Visit","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","ACTLV","2. Non-Specific Active Suicidal Thoughts - Since Last Visit","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","METHODLV","3. Active Suicidal Ideation with Any Methods (Not Plan) without Intent to Act - Since Last Visit","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","INTENTLV","4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan - Since Last Visit","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","PLANLV","5. Active Suicidal Ideation with Specific Plan and Intent - Since Last Visit","numeric","1",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","SEVLV","<big header>Intensity of Ideation</big header><br><br/>Most Severe Ideation - Since last visit","numeric","2",0,NA,"1=1;2=2;3=3;4=4;5=5",NA
"CSSRSLV","C-SSRS - Since Last Visit","FREQLV","Frequency: Most Severe - Since Last Visit","numeric","2",0,NA,"1..5",NA
"CSSRSLV","C-SSRS - Since Last Visit","DURATLV","Duration: Most Severe - Since Last Visit","numeric","2",0,NA,"1..5",NA
"CSSRSLV","C-SSRS - Since Last Visit","CONTROLLV","Controllability: Most Severe - Since Last Visit","numeric","2",0,NA,"0..5",NA
"CSSRSLV","C-SSRS - Since Last Visit","DETERLV","Deterrents: Most Severe - Since Last Visit","numeric","2",0,NA,"0..5",NA
"CSSRSLV","C-SSRS - Since Last Visit","REASONLV","Reasons for Ideation: Most Severe - Since Last Visit","numeric","2",0,NA,"0..5",NA
"CSSRSLV","C-SSRS - Since Last Visit","ATTMPTLV","Actual Attempt - Since Last Visit","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","ATTMLVN","Total number of actual attempts","numeric","3",0,NA,"1..99",NA
"CSSRSLV","C-SSRS - Since Last Visit","NONSUILV","Has subject engaged in Non-Suicidal Self-Injurious Behavior - Since Last Visit?","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","INTERLV","Interrupted Attempt - Since Last Visit","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","INTERLVN","Total number of interrupted attempts","numeric","3",0,NA,"1..99",NA
"CSSRSLV","C-SSRS - Since Last Visit","ABORTLV","Aborted Attempt - Since Last Visit","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","ABORTLVN","Total number of aborted attempts","numeric","3",0,NA,"1..99",NA
"CSSRSLV","C-SSRS - Since Last Visit","PREPLV","Preparatory Acts or Behavior - Since Last Visit","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","PRESENTLV","Suicidal Behavior - Since Last Visit","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","SUICIDE","Suicide - Since Last Visit","numeric","2",0,NA,"1=Yes;0=No",NA
"CSSRSLV","C-SSRS - Since Last Visit","LETHALLV_DAYS_CONSENT","Most Lethal Attempt Date - Since Last Visit (Derived to days since study consent date)","date","10",0,NA,NA,NA
"CSSRSLV","C-SSRS - Since Last Visit","LETHALLV_DAYS_T0","Most Lethal Attempt Date - Since Last Visit (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date","10",0,NA,NA,NA
"CSSRSLV","C-SSRS - Since Last Visit","RECLVDAM","Actual Lethality/Medical Damage","numeric","2",0,NA,"0..5",NA
"CSSRSLV","C-SSRS - Since Last Visit","RECLVPOT","Potential Lethality","numeric","2",0,NA,"0..2",NA
"DOSE","Study Drug Therapy","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","BID",NA,"text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","VISCODE",NA,"text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","DONE","Was assessment/procedure done?","text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","NDREASON","If No, reason not done:","text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","LOCATION","Where was infusion administered?","text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","VOLUME","Volume of treatment solution administered","numeric",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","STARTDATE_DAYS_CONSENT","Treatment Start Date (Derived to days since study consent date)","date",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","STARTDATE_DAYS_T0","Treatment Start Date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","ENDDATE_DAYS_CONSENT","Treatment End Date (Derived to days since study consent date)","date",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","ENDDATE_DAYS_T0","Treatment End Date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","COMPLETE","Describe infusion for this time point:","text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","ATTEMPTNUM","Total number of attempts:","numeric",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","DOSELEVEL","Dose Prescribed","text",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","BLINDDOSE","Blinded dose of solanezumab or placebo in mg administered at the visit","numeric",NA,NA,NA,NA,NA
"DOSE","Study Drug Therapy","BLINDCUMDOSE","Blinded cumulative dose of solanezumab or placebo in mg administered at the visit and prior visits.","numeric",NA,NA,NA,NA,NA
"FAMHXPAR","Family History - Parents","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"FAMHXPAR","Family History - Parents","BID",NA,"text","38 digits",0,NA,NA,NA
"FAMHXPAR","Family History - Parents","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"FAMHXPAR","Family History - Parents","MOTHER","Did/Does the biological mother have dementia or significant memory impairment?","numeric","2",0,NA,"1=Yes;0=No",NA
"FAMHXPAR","Family History - Parents","MOTHAGE","At what approximate age did symptoms start?","numeric","3",0,NA,"30..99",NA
"FAMHXPAR","Family History - Parents","MOTHDIAG","Did this relative receive a diagnosis of Alzheimer's disease?","numeric","2",0,NA,"1=Yes;0=No",NA
"FAMHXPAR","Family History - Parents","MOTHAUT","Was diagnosis of Alzheimer's disease confirmed by autopsy?","numeric","2",0,NA,"1=Yes;0=No;2=NA - not deceased",NA
"FAMHXPAR","Family History - Parents","FATHER","Did/Does the biological father have dementia or significant memory impairment?","numeric","2",0,NA,"1=Yes;0=No",NA
"FAMHXPAR","Family History - Parents","FATHAGE","At what approximate age did symptoms start?","numeric","3",0,NA,"30..99",NA
"FAMHXPAR","Family History - Parents","FATHDIAG","Did this relative receive a diagnosis of Alzheimer's disease?","numeric","2",0,NA,"1=Yes;0=No",NA
"FAMHXPAR","Family History - Parents","FATHAUT","Was diagnosis of Alzheimer's disease confirmed by autopsy?","numeric","2",0,NA,"1=Yes;0=No;2=NA - not deceased",NA
"FAMHXSIB","Family History - Sibling Log","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"FAMHXSIB","Family History - Sibling Log","BID",NA,"text","38 digits",0,NA,NA,NA
"FAMHXSIB","Family History - Sibling Log","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"FAMHXSIB","Family History - Sibling Log","RECNO",NA,"numeric","38 digits",0,NA,NA,NA
"FAMHXSIB","Family History - Sibling Log","SIBYOB","Biological sibling year of birth:","numeric","4",0,NA,"1850..2013",NA
"FAMHXSIB","Family History - Sibling Log","SIBMOTHER","Specify relationship:","numeric","1",0,NA,"1=Same biological mother",NA
