"FILE_NAME","FILE_LABEL","FIELD_NAME","FIELD_FORMAT","FIELD_DESC","FIELD_CODE"
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","Score","numeric","The score corresponding to the answer given for the question presented from the questionnaire. (Note: for the MCQ total score, this reflects the sum of “Score” values for the individual questions.)",NA
"cogstate_macq.csv","Cogstate - Memory Complaint Questionnaire","LMN","numeric","Average Log10 reaction time score over all questions presented. (Note: for the individual questions, this is blank.)",NA
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","SUBSTUDY","text",NA,NA
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","BID","text",NA,NA
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","VISCODE","text",NA,NA
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","foldername","text","Source proc folder name",NA
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","QC","text","Codes whether or not data passed QC",NA
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","QCNotes","text","Codes why QC failed and/or what was done to fix the data",NA
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","WMHvol_masked","numeric","Volume of White matter hyperintensities in cubic mm after masking with regional freesurfer mask","Identification of hyperintense voxels was done using hypermapper tool."
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","ICV","numeric","Estimate of total intracranial volume in cubic mm","ICV estimate was created using hypermapper and the T1 from the same session."
"imaging_FLAIR_WMH_QC.csv","Imaging - FLAIR MRI White Matter Hyperintensities (WMH) QC","WMH_corrected","numeric","Variable to be used for analysis. Computed as (WMHvol_masked/ICV)*1300","Done to remove the effects of head size and to normalize the output measure to a stand ICV of 1300 cubic mm."
"imaging_MRI_reads.csv","Imaging - MRI Read Results","SUBSTUDY","text",NA,NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","BID","text",NA,NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","VISCODE","text",NA,NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","STUDYDATE_DAYS_CONSENT","date","Study MRI Date (Derived to days since study consent date)",NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","STUDYDATE_DAYS_T0","date","Study MRI Date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","Definite.MCH","numeric","Total Definite Microhemorrhage",NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","Lobar","numeric","Total Lobar Microhemorrhage",NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","Deep","numeric","Total Deep (Subcortical) Microhemorrhage",NA
"imaging_MRI_reads.csv","Imaging - MRI Read Results","Definite.SS","numeric","Definite Superficial Siderosis",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","SUBSTUDY","text",NA,NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","BID","text",NA,NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","scan_number","numeric","Scan number from PET Acquisition document",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","VISCODE","text",NA,NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","scan_date_DAYS_CONSENT","date","NA (Derived to days since study consent date)",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","scan_date_DAYS_T0","date","NA (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","ligand","text","Ligand",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","scan_analyzed","text","Was the scan able to be analyzed?",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","brain_region","text","Region of interest",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","suvr_cer","numeric","Standard Uptake Value Ratio (blcere_all) ",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","suvr_persi","numeric","Standard uptake value ratio (persi white matter)",NA
"imaging_SUVR_amyloid.csv","Imaging - Amyloid PET SUVR Quantitative Analysis","suvr_crus","numeric","Standard uptake value ratio (cerebellar crus)",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","SUBSTUDY","text",NA,NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","BID","text",NA,NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","scan_number","numeric","Scan number from PET Acquisition document",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","VISCODE","text",NA,NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","scan_date_DAYS_CONSENT","date","NA (Derived to days since study consent date)",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","scan_date_DAYS_T0","date","NA (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","ligand","text","Ligand",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","scan_analyzed","text","Was the scan able to be analyzed?",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","brain_region","text","Region of interest",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","suvr_cer","numeric","Standard Uptake Value Ratio (blcere_all) ",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","suvr_persi","numeric","Standard uptake value ratio (persi white matter)",NA
"imaging_SUVR_tau.csv","Imaging - Tau PET SUVR Quantitative Analysis","suvr_crus","numeric","Standard uptake value ratio (cerebellar crus)",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","SUBSTUDY","text",NA,NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","BID","text",NA,NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","scan_number","numeric","Scan number from PET Acquisition document",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","VISCODE","text",NA,NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","scan_date_DAYS_CONSENT","date","NA (Derived to days since study consent date)",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","scan_date_DAYS_T0","date","NA (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","ligand","text","Ligand","Florbetapir"
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","pmod_suvr","numeric","Composite_Summary value",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","elig_vi_1","text","Reader 1 eligibility assessment score",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","elig_vi_2","text","Reader 2 eligibility assessment score",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","consensus","text","Consensus result",NA
"imaging_PET_VA.csv","Imaging - Amyloid PET Qualitative Visual Assessment","overall_score","text","Indication whether the eligibility scan is positive or negative for β‐amyloid. Score of negative indicates subject is not eligible",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","SUBSTUDY","text",NA,NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","BID","text",NA,NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.3rd.Ventricle","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.4th.Ventricle","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Brain.Stem","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.CC_Anterior","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.CC_Central","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.CC_Mid_Anterior","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.CC_Mid_Posterior","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.CC_Posterior","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.CSF","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Accumbens.area","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Amygdala","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Caudate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Cerebellum.Cortex","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Cerebellum.White.Matter","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Cerebral.White.Matter","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Hippocampus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Inf.Lat.Vent","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Lateral.Ventricle","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Pallidum","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Putamen","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.Thalamus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.VentralDC","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.choroid.plexus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Left.vessel","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Optic.Chiasm","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Accumbens.area","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Amygdala","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Caudate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Cerebellum.Cortex","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Cerebellum.White.Matter","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Cerebral.White.Matter","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Hippocampus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Inf.Lat.Vent","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Lateral.Ventricle","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Pallidum","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Putamen","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.Thalamus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.VentralDC","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.choroid.plexus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Right.vessel","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.Unknown","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.WM.hypointensities","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.bankssts","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.caudalanteriorcingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.caudalmiddlefrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.cuneus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.entorhinal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.frontalpole","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.fusiform","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.inferiorparietal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.inferiortemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.insula","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.isthmuscingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.lateraloccipital","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.lateralorbitofrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.lingual","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.medialorbitofrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.middletemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.paracentral","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.parahippocampal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.parsopercularis","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.parsorbitalis","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.parstriangularis","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.pericalcarine","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.postcentral","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.posteriorcingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.precentral","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.precuneus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.rostralanteriorcingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.rostralmiddlefrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.superiorfrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.superiorparietal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.superiortemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.supramarginal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.temporalpole","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.lh.transversetemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.bankssts","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.caudalanteriorcingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.caudalmiddlefrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.cuneus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.entorhinal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.frontalpole","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.fusiform","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.inferiorparietal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.inferiortemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.insula","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.isthmuscingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.lateraloccipital","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.lateralorbitofrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.lingual","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.medialorbitofrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.middletemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.paracentral","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.parahippocampal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.parsopercularis","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.parsorbitalis","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.parstriangularis","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.pericalcarine","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.postcentral","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.posteriorcingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.precentral","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.precuneus","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.rostralanteriorcingulate","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.rostralmiddlefrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.superiorfrontal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.superiorparietal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.superiortemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.supramarginal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.temporalpole","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.ctx.rh.transversetemporal","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Mean.non.WM.hypointensities","numeric","Mean intensity of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Volume_mm3.3rd.Ventricle","numeric","Volume of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Volume_mm3.4th.Ventricle","numeric","Volume of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Volume_mm3.Brain.Stem","numeric","Volume of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Volume_mm3.CC_Anterior","numeric","Volume of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Volume_mm3.CC_Central","numeric","Volume of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Volume_mm3.CC_Mid_Anterior","numeric","Volume of FreeSurfer brain region",NA
"imaging_Tau_PET_Stanford.csv","Imaging - Tau PET (Stanford Pipeline)","Volume_mm3.CC_Mid_Posterior","numeric","Volume of FreeSurfer brain region",NA
